sex,age,bmi,drugs,pancreas_diseases,pancreas_injury,pregnancies,family_history,prob_diabetes_0,prob_diabetes_1
0,0,1,0,1,0,1,1,0.7574454117167244,0.24255458828327556
0,0,1,0,1,1,0,0,0.7921177448196038,0.2078822551803961
0,0,1,0,1,1,0,1,0.9554252206422581,0.044574779357741866
0,0,1,0,1,1,1,0,0.17821625860725582,0.8217837413927442
0,0,1,0,1,1,1,1,0.1871434523792211,0.812856547620779
0,0,1,1,0,0,0,0,0.265098023959657,0.734901976040343
0,0,1,1,0,0,0,1,0.47214028291957405,0.5278597170804259
0,0,1,1,0,0,1,0,0.6249844431485211,0.37501555685147897
0,0,1,1,0,0,1,1,0.7563504375058105,0.24364956249418948
0,0,1,1,0,1,0,0,0.9481017736455347,0.05189822635446529
0,0,1,1,0,1,0,1,0.513468052724414,0.486531947275586
0,0,1,1,0,1,1,0,0.7911919166623731,0.20880808333762688
0,0,1,1,0,1,1,1,0.10863086497970006,0.8913691350203
0,0,1,1,1,0,0,0,0.08828630869335362,0.9117136913066463
0,0,1,1,1,0,0,1,0.13426942494632144,0.8657305750536786
0,0,1,1,1,0,1,0,0.5180414358523227,0.48195856414767735
0,0,1,1,1,0,1,1,0.718989773525444,0.2810102264745559
0,0,1,1,1,1,0,0,0.7589795795337874,0.24102042046621255
0,0,1,1,1,1,0,1,0.9230164168816609,0.07698358311833907
0,0,1,1,1,1,1,0,0.06974167953013943,0.9302583204698606
0,0,1,1,1,1,1,1,0.5229096588047317,0.47709034119526816
0,0,2,0,0,0,0,0,0.8404457016399497,0.15955429836005022
0,0,2,0,0,0,0,1,0.771756510521765,0.22824348947823503
0,0,2,0,0,0,1,0,0.9830100453109303,0.016989954689069598
0,0,2,0,0,0,1,1,0.3638218413542199,0.6361781586457802
0,0,2,0,0,1,0,0,0.06247257748246054,0.9375274225175395
0,0,2,0,0,1,0,1,0.5606754876514467,0.43932451234855313
0,0,2,0,0,1,1,0,0.6371231386191208,0.36287686138087905
0,0,2,0,0,1,1,1,0.9836594535319325,0.01634054646806761
0,0,2,0,1,0,0,0,0.5386383330546145,0.46136166694538555
0,0,2,0,1,0,0,1,0.6225756865892486,0.3774243134107515
0,0,2,0,1,0,1,0,0.30512424602768384,0.6948757539723162
0,0,2,0,1,0,1,1,0.5949048565358388,0.40509514346416114
0,0,2,0,1,1,0,0,0.9419308439158479,0.05806915608415218
0,0,2,0,1,1,0,1,0.20867003074137763,0.7913299692586224
0,0,2,0,1,1,1,0,0.9461473008586564,0.05385269914134379
0,0,2,0,1,1,1,1,0.9992904294484352,0.0007095705515647666
0,0,2,1,0,0,0,0,0.933289947529171,0.06671005247082885
0,0,2,1,0,0,0,1,0.19507359670381935,0.8049264032961806
0,0,2,1,0,0,1,0,0.16389803091839245,0.8361019690816075
0,0,2,1,0,0,1,1,0.9901707359062168,0.009829264093783178
0,0,2,1,0,1,0,0,0.24848762110067757,0.7515123788993224
0,0,2,1,0,1,0,1,0.5695427123577969,0.43045728764220326
0,0,2,1,0,1,1,0,0.3190398840227249,0.680960115977275
0,0,2,1,0,1,1,1,0.2571392415775446,0.7428607584224554
0,0,2,1,1,0,0,0,0.4340563906261955,0.5659436093738045
0,0,2,1,1,0,0,1,0.5849267528374321,0.41507324716256794
0,0,2,1,1,0,1,0,0.5331391684260267,0.46686083157397334
0,0,2,1,1,0,1,1,0.044641455378569186,0.9553585446214309
0,0,2,1,1,1,0,0,0.4861672861805184,0.5138327138194815
0,0,2,1,1,1,0,1,0.07066735647709078,0.9293326435229093
0,0,2,1,1,1,1,0,0.09791565999845968,0.9020843400015405
0,0,2,1,1,1,1,1,0.9509133083307552,0.04908669166924486
0,1,0,0,0,0,0,0,0.47203028558369475,0.5279697144163051
0,1,0,0,0,0,0,1,0.09919823688148843,0.9008017631185115
0,1,0,0,0,0,1,0,0.2565379032800051,0.7434620967199949
0,1,0,0,0,0,1,1,0.6676479267578102,0.3323520732421899
0,1,0,0,0,1,0,0,0.9590030045884472,0.04099699541155263
0,1,0,0,0,1,0,1,0.9563551123977068,0.043644887602293306
0,1,0,0,0,1,1,0,0.05152475138137213,0.9484752486186278
0,1,0,0,0,1,1,1,0.11211820276085012,0.88788179723915
0,1,0,0,1,0,0,0,0.831723178152708,0.16827682184729198
0,1,0,0,1,0,0,1,0.28520431126770074,0.7147956887322992
0,1,0,0,1,0,1,0,0.7071647207265125,0.2928352792734876
0,1,0,0,1,0,1,1,0.38241545107657865,0.6175845489234212
0,1,0,0,1,1,0,0,0.9570623380197364,0.04293766198026353
0,1,0,0,1,1,0,1,0.3152071131970023,0.6847928868029977
0,1,0,0,1,1,1,0,0.5868797873159893,0.4131202126840106
0,1,0,0,1,1,1,1,0.6924489165489552,0.3075510834510447
0,1,0,1,0,0,0,0,0.024060397651261715,0.9759396023487384
0,1,0,1,0,0,0,1,0.2229390333219478,0.7770609666780521
0,1,0,1,0,0,1,0,0.9738272537268629,0.026172746273137096
0,1,0,1,0,0,1,1,0.7704153352151756,0.22958466478482442
0,1,0,1,0,1,0,0,0.27018978528741877,0.7298102147125811
0,1,0,1,0,1,0,1,0.18045387533784998,0.81954612466215
0,1,0,1,0,1,1,0,0.16789858374892525,0.8321014162510747
0,1,0,1,0,1,1,1,0.11841088336101009,0.8815891166389899
0,1,0,1,1,0,0,0,0.3567704684268753,0.6432295315731246
0,1,0,1,1,0,0,1,0.6458725589744341,0.35412744102556576
0,1,0,1,1,0,1,0,0.7209545999982626,0.2790454000017375
0,1,0,1,1,0,1,1,0.21261307279336675,0.7873869272066332
0,1,0,1,1,1,0,0,0.5695932960127419,0.4304067039872583
0,1,0,1,1,1,0,1,0.05501693555451031,0.9449830644454897
0,1,0,1,1,1,1,0,0.46896343909211025,0.5310365609078896
0,1,0,1,1,1,1,1,0.8499992940892438,0.15000070591075626
0,1,1,0,0,0,0,0,0.4996299180806231,0.5003700819193768
0,1,1,0,0,0,0,1,0.6277577436206846,0.3722422563793154
0,1,1,0,0,0,1,0,0.0636293541615975,0.9363706458384025
0,1,1,0,0,0,1,1,0.2023263984673212,0.7976736015326787
0,1,1,0,0,1,0,0,0.4013099565337603,0.5986900434662398
0,1,1,0,0,1,0,1,0.9972204925344298,0.0027795074655701337
0,1,1,0,0,1,1,0,0.09883786877931951,0.9011621312206806
0,1,1,0,0,1,1,1,0.48535733947844034,0.5146426605215597
0,1,1,0,1,0,0,0,0.8376149218072008,0.1623850781927993
0,1,1,0,1,0,0,1,0.20866504005146708,0.7913349599485329
0,1,1,0,1,0,1,0,0.7866929668528174,0.2133070331471825
0,1,1,0,1,0,1,1,0.8966129102343153,0.10338708976568457
0,1,1,0,1,1,0,0,0.2546813637060327,0.7453186362939673
0,1,1,0,1,1,0,1,0.08795283383664636,0.9120471661633537
0,1,1,0,1,1,1,0,0.9387393578129997,0.061260642187000273
0,1,1,0,1,1,1,1,0.6834684320613716,0.3165315679386283
0,1,1,1,0,0,0,0,0.8295989116714858,0.17040108832851414
0,1,1,1,0,0,0,1,0.943855777882966,0.056144222117034
0,1,1,1,0,0,1,0,0.942935780839559,0.05706421916044099
0,1,1,1,0,0,1,1,0.1118836458982693,0.8881163541017307
0,1,1,1,0,1,0,0,0.4055189644515389,0.594481035548461
0,1,1,1,0,1,0,1,0.03804521249531106,0.9619547875046889
0,1,1,1,0,1,1,0,0.2829708495775572,0.7170291504224429
0,1,1,1,0,1,1,1,0.46666823034934685,0.5333317696506532
0,1,1,1,1,0,0,0,0.3315925700665858,0.6684074299334142
0,1,1,1,1,0,0,1,0.24883200212543052,0.7511679978745694
0,1,1,1,1,0,1,0,0.10930252121910501,0.8906974787808949
0,1,1,1,1,0,1,1,0.34145254026927224,0.6585474597307277
0,1,1,1,1,1,0,0,0.23291432565298753,0.7670856743470124
0,1,1,1,1,1,0,1,0.5467200179509895,0.4532799820490105
0,1,1,1,1,1,1,0,0.09762864523246498,0.902371354767535
0,1,1,1,1,1,1,1,0.5158970402121026,0.4841029597878972
0,1,2,0,0,0,0,0,0.444308434831132,0.555691565168868
0,1,2,0,0,0,0,1,0.97767368077065,0.02232631922935008
0,1,2,0,0,0,1,0,0.08857037733772483,0.9114296226622752
0,1,2,0,0,0,1,1,0.8684403514655953,0.13155964853440474
0,1,2,0,0,1,0,0,0.6416165010365148,0.3583834989634852
0,1,2,0,0,1,0,1,0.4470185456596944,0.5529814543403058
0,1,2,0,0,1,1,0,0.05182327202453032,0.9481767279754698
0,1,2,0,0,1,1,1,0.7862570270934485,0.2137429729065516
0,1,2,0,1,0,0,0,0.30197397264060044,0.6980260273593996
0,1,2,0,1,0,0,1,0.513079292942614,0.48692070705738594
0,1,2,0,1,0,1,0,0.015136070427717294,0.9848639295722825
0,1,2,0,1,0,1,1,0.19667693041182682,0.8033230695881731
0,1,2,0,1,1,0,0,0.22665192197035045,0.7733480780296496
0,1,2,0,1,1,0,1,0.08038796338307795,0.9196120366169219
0,1,2,0,1,1,1,0,0.7929934681054448,0.20700653189455515
0,1,2,0,1,1,1,1,0.08573845796660262,0.9142615420333973
0,1,2,1,0,0,0,0,0.47541510388718705,0.524584896112813
0,1,2,1,0,0,0,1,0.9018579358363515,0.09814206416364846
0,1,2,1,0,0,1,0,0.4395169601336775,0.5604830398663226
0,1,2,1,0,0,1,1,0.640533999371631,0.35946600062836903
0,1,2,1,0,1,0,0,0.6153815050244319,0.3846184949755682
0,1,2,1,0,1,0,1,0.331568100945862,0.6684318990541381
0,1,2,1,0,1,1,0,0.347761085846932,0.652238914153068
0,1,2,1,0,1,1,1,0.1809914494723157,0.8190085505276843
0,1,2,1,1,0,0,0,0.5866595907444163,0.41334040925558374
0,1,2,1,1,0,0,1,0.2039278656266032,0.7960721343733969
0,1,2,1,1,0,1,0,0.42265524635079793,0.5773447536492021
0,1,2,1,1,0,1,1,0.5336561856030574,0.46634381439694267
0,1,2,1,1,1,0,0,0.38621706884787865,0.6137829311521213
0,1,2,1,1,1,0,1,0.9541411500342623,0.045858849965737775
0,1,2,1,1,1,1,0,0.09942242559795902,0.9005775744020411
0,1,2,1,1,1,1,1,0.4932924819591536,0.5067075180408465
0,2,0,0,0,0,0,0,0.09467381138444125,0.9053261886155587
0,2,0,0,0,0,0,1,0.18965787918680257,0.8103421208131975
0,2,0,0,0,0,1,0,0.06508251943927082,0.9349174805607291
0,2,0,0,0,0,1,1,0.9872879274159407,0.012712072584059264
0,2,0,0,0,1,0,0,0.8011291092333142,0.19887089076668585
0,2,0,0,0,1,0,1,0.7278333491566998,0.27216665084330016
0,2,0,0,0,1,1,0,0.4009940626008209,0.5990059373991791
0,2,0,0,0,1,1,1,0.7744589952394336,0.22554100476056638
0,2,0,0,1,0,0,0,0.6407586474016933,0.35924135259830653
0,2,0,0,1,0,0,1,0.11650243373998395,0.8834975662600162
0,2,0,0,1,0,1,0,0.24025621360597707,0.759743786394023
0,2,0,0,1,0,1,1,0.8480555870140859,0.15194441298591413
0,2,0,0,1,1,0,0,0.6428386482769083,0.35716135172309166
0,2,0,0,1,1,0,1,0.25997528962289385,0.7400247103771062
0,2,0,0,1,1,1,0,0.5456359188693327,0.4543640811306671
0,2,0,0,1,1,1,1,0.7596709250380894,0.24032907496191053
0,2,0,1,0,0,0,0,0.5356880737290339,0.464311926270966
0,2,0,1,0,0,0,1,0.05347795073183468,0.9465220492681652
0,2,0,1,0,0,1,0,0.10166998924212096,0.898330010757879
0,2,0,1,0,0,1,1,0.5042706854687659,0.49572931453123414
0,2,0,1,0,1,0,0,0.6332629604133126,0.36673703958668746
0,2,0,1,0,1,0,1,0.0014666035535796833,0.9985333964464203
0,2,0,1,0,1,1,0,0.48634112522865935,0.5136588747713408
0,2,0,1,0,1,1,1,0.340340049805969,0.659659950194031
0,2,0,1,1,0,0,0,0.68940185332731,0.31059814667269003
0,2,0,1,1,0,0,1,0.2296956628732685,0.7703043371267315
0,2,0,1,1,0,1,0,0.7672883235052118,0.23271167649478813
0,2,0,1,1,0,1,1,0.7887644777251673,0.21123552227483275
0,2,0,1,1,1,0,0,0.45433168506295973,0.5456683149370404
0,2,0,1,1,1,0,1,0.01591639037690276,0.9840836096230973
0,2,0,1,1,1,1,0,0.9474701694007973,0.05252983059920274
0,2,0,1,1,1,1,1,0.9005221252995057,0.09947787470049435
0,2,1,0,0,0,0,0,0.2132388710445523,0.7867611289554477
0,2,1,0,0,0,0,1,0.364208134451764,0.635791865548236
0,2,1,0,0,0,1,0,0.1666098298127375,0.8333901701872625
0,2,1,0,0,0,1,1,0.15671554794064424,0.8432844520593559
0,2,1,0,0,1,0,0,0.5759282230657681,0.424071776934232
0,2,1,0,0,1,0,1,0.021487935923841742,0.9785120640761582
0,2,1,0,0,1,1,0,0.6375588789762509,0.36244112102374926
0,2,1,0,0,1,1,1,0.3540154039731205,0.6459845960268795
0,2,1,0,1,0,0,0,0.5990239949993752,0.4009760050006247
0,2,1,0,1,0,0,1,0.19564413130288497,0.8043558686971151
0,2,1,0,1,0,1,0,0.4967833393587474,0.5032166606412526
0,2,1,0,1,0,1,1,0.15812183991411097,0.841878160085889
0,2,1,0,1,1,0,0,0.8128213352153961,0.18717866478460385
0,2,1,0,1,1,0,1,0.7216408393832228,0.2783591606167771
0,2,1,0,1,1,1,0,0.0005400071979878256,0.9994599928020121
0,2,1,0,1,1,1,1,0.8777957174163294,0.12220428258367058
0,2,1,1,0,0,0,0,0.6311615972204265,0.3688384027795736
0,2,1,1,0,0,0,1,0.24445505835153808,0.7555449416484619
0,2,1,1,0,0,1,0,0.6568302462367669,0.3431697537632331
0,2,1,1,0,0,1,1,0.6130899539565279,0.3869100460434721
0,2,1,1,0,1,0,0,0.867527520650138,0.13247247934986206
0,2,1,1,0,1,0,1,0.9387095678470336,0.06129043215296641
0,2,1,1,0,1,1,0,0.9114443090047261,0.08855569099527388
0,2,1,1,0,1,1,1,0.5344284168674782,0.4655715831325217
0,2,1,1,1,0,0,0,0.8151312968503913,0.1848687031496087
0,2,1,1,1,0,0,1,0.9714891875691702,0.02851081243082966
0,2,1,1,1,0,1,0,0.41344496319502194,0.5865550368049781
0,2,1,1,1,0,1,1,0.6835778363690375,0.3164221636309626
0,2,1,1,1,1,0,0,0.794164644606036,0.205835355393964
0,2,1,1,1,1,0,1,0.9493904875470047,0.05060951245299518
0,2,1,1,1,1,1,0,0.13102542031472578,0.8689745796852743
0,2,1,1,1,1,1,1,0.7371897671698229,0.26281023283017724
0,2,2,0,0,0,0,0,0.23289468502720156,0.7671053149727984
0,2,2,0,0,0,0,1,0.9477576174681217,0.05224238253187825
0,2,2,0,0,0,1,0,0.8737516615454478,0.12624833845455208
0,2,2,0,0,0,1,1,0.782095304461416,0.21790469553858413
0,2,2,0,0,1,0,0,0.5555325632688564,0.4444674367311436
0,2,2,0,0,1,0,1,0.09434318346789843,0.9056568165321016
0,2,2,0,0,1,1,0,0.3182552046596908,0.6817447953403092
0,2,2,0,0,1,1,1,0.7091401945886814,0.2908598054113186
0,2,2,0,1,0,0,0,0.7088569390864047,0.2911430609135953
0,2,2,0,1,0,0,1,0.9136749093597084,0.0863250906402915
0,2,2,0,1,0,1,0,0.5450643364553763,0.45493566354462367
0,2,2,0,1,0,1,1,0.45254343158100174,0.5474565684189981
0,2,2,0,1,1,0,0,0.18822984815132093,0.8117701518486792
0,2,2,0,1,1,0,1,0.09900024103458768,0.9009997589654123
0,2,2,0,1,1,1,0,0.5025074512619837,0.4974925487380163
0,2,2,0,1,1,1,1,0.8882708329906239,0.11172916700937607
0,2,2,1,0,0,0,0,0.7451790817154363,0.25482091828456366
0,2,2,1,0,0,0,1,0.11579686252777903,0.884203137472221
0,2,2,1,0,0,1,0,0.6208720513502413,0.3791279486497587
0,2,2,1,0,0,1,1,0.2782660658780767,0.7217339341219233
0,2,2,1,0,1,0,0,0.7339491319655108,0.266050868034489
0,2,2,1,0,1,0,1,0.7419278869358973,0.25807211306410277
0,2,2,1,0,1,1,0,0.5921051313292732,0.40789486867072683
0,2,2,1,0,1,1,1,0.11580540955299812,0.8841945904470018
0,2,2,1,1,0,0,0,0.6937933988834745,0.3062066011165255
0,2,2,1,1,0,0,1,0.21808220369697623,0.7819177963030238
0,2,2,1,1,0,1,0,0.7482791987023365,0.2517208012976635
0,2,2,1,1,0,1,1,0.5056226902084304,0.49437730979156946
0,2,2,1,1,1,0,0,0.962385612951476,0.037614387048523865
0,2,2,1,1,1,0,1,0.7364488129866353,0.2635511870133648
0,2,2,1,1,1,1,0,0.7238612788454002,0.2761387211545998
0,2,2,1,1,1,1,1,0.004479098205809934,0.99552090179419
0,3,0,0,0,0,0,0,0.05752543045411662,0.9424745695458834
0,3,0,0,0,0,0,1,0.7189387491213187,0.28106125087868117
0,3,0,0,0,0,1,0,0.7585406054592064,0.2414593945407934
0,3,0,0,0,0,1,1,0.1594691545773914,0.8405308454226086
0,3,0,0,0,1,0,0,0.09826341902367829,0.9017365809763218
0,3,0,0,0,1,0,1,0.35275537709769983,0.6472446229023002
0,3,0,0,0,1,1,0,0.8247209398748887,0.1752790601251113
0,3,0,0,0,1,1,1,0.02500126241699109,0.9749987375830088
0,3,0,0,1,0,0,0,0.7440506685263301,0.2559493314736698
0,3,0,0,1,0,0,1,0.5789785675397449,0.4210214324602551
0,3,0,0,1,0,1,0,0.8968261174533508,0.10317388254664911
0,3,0,0,1,0,1,1,0.2845818454009147,0.7154181545990852
0,3,0,0,1,1,0,0,0.9540945047250191,0.04590549527498098
0,3,0,0,1,1,0,1,0.1602243620416273,0.8397756379583726
0,3,0,0,1,1,1,0,0.7554254184794265,0.2445745815205736
0,3,0,0,1,1,1,1,0.7646775420922122,0.23532245790778789
0,3,0,1,0,0,0,0,0.3779070469518611,0.6220929530481388
0,3,0,1,0,0,0,1,0.21037939616591866,0.7896206038340813
0,3,0,1,0,0,1,0,0.8171915156722611,0.18280848432773894
0,3,0,1,0,0,1,1,0.0808688514724223,0.9191311485275777
0,3,0,1,0,1,0,0,0.9049294823644494,0.09507051763555069
0,3,0,1,0,1,0,1,0.09831496532230223,0.9016850346776977
0,3,0,1,0,1,1,0,0.1293755177917091,0.8706244822082909
0,3,0,1,0,1,1,1,0.17449660136529033,0.8255033986347098
0,3,0,1,1,0,0,0,0.880700952264992,0.11929904773500791
0,3,0,1,1,0,0,1,0.9096725115659139,0.09032748843408606
0,3,0,1,1,0,1,0,0.45953683828357816,0.5404631617164218
0,3,0,1,1,0,1,1,0.7835878093762287,0.21641219062377115
0,3,0,1,1,1,0,0,0.5559161011393565,0.4440838988606434
0,3,0,1,1,1,0,1,0.69281822539809,0.30718177460191004
0,3,0,1,1,1,1,0,0.8404008100079907,0.15959918999200937
0,3,0,1,1,1,1,1,0.35684933006903696,0.643150669930963
0,3,1,0,0,0,0,0,0.7931887706136348,0.20681122938636515
0,3,1,0,0,0,0,1,0.6481640207781965,0.3518359792218035
0,3,1,0,0,0,1,0,0.8826296330376557,0.11737036696234433
0,3,1,0,0,0,1,1,0.5400288798716648,0.45997112012833524
0,3,1,0,0,1,0,0,0.7903281530215628,0.2096718469784371
0,3,1,0,0,1,0,1,0.19657242256232002,0.8034275774376799
0,3,1,0,0,1,1,0,0.445262003143968,0.5547379968560321
0,3,1,0,0,1,1,1,0.6249995937980787,0.3750004062019213
0,3,1,0,1,0,0,0,0.4808909955058084,0.5191090044941916
0,3,1,0,1,0,0,1,0.9905027173352225,0.009497282664777479
0,3,1,0,1,0,1,0,0.033575768531870456,0.9664242314681296
0,3,1,0,1,0,1,1,0.05503209852561629,0.9449679014743838
0,3,1,0,1,1,0,0,0.9923952459862494,0.0076047540137507
0,3,1,0,1,1,0,1,0.017627279454073788,0.9823727205459262
0,3,1,0,1,1,1,0,0.3826432335153053,0.6173567664846947
0,3,1,0,1,1,1,1,0.30574212553722796,0.6942578744627721
0,3,1,1,0,0,0,0,0.8958528678899919,0.10414713211000819
0,3,1,1,0,0,0,1,0.22556786096511983,0.7744321390348802
0,3,1,1,0,0,1,0,0.24318847428410056,0.7568115257158993
0,3,1,1,0,0,1,1,0.5953851992790451,0.4046148007209549
0,3,1,1,0,1,0,0,0.8185483244804447,0.1814516755195553
0,3,1,1,0,1,0,1,0.8455159870157258,0.15448401298427425
0,3,1,1,0,1,1,0,0.7715671516830728,0.22843284831692728
0,3,1,1,0,1,1,1,0.8388039501846934,0.1611960498153065
0,3,1,1,1,0,0,0,0.29445826947752396,0.705541730522476
0,3,1,1,1,0,0,1,0.941516043940397,0.058483956059603
0,3,1,1,1,0,1,0,0.9800200735501388,0.019979926449861185
0,3,1,1,1,0,1,1,0.6457662586858943,0.35423374131410573
0,3,1,1,1,1,0,0,0.12857109370534983,0.8714289062946501
0,3,1,1,1,1,0,1,0.2106266476485429,0.789373352351457
0,3,1,1,1,1,1,0,0.7513810476236314,0.24861895237636855
0,3,1,1,1,1,1,1,0.4226434522617737,0.5773565477382262
0,3,2,0,0,0,0,0,0.050670278209794646,0.9493297217902052
0,3,2,0,0,0,0,1,0.9537465276022438,0.04625347239775633
0,3,2,0,0,0,1,0,0.9514513123808608,0.04854868761913928
0,3,2,0,0,0,1,1,0.620037367040894,0.379962632959106
0,3,2,0,0,1,0,0,0.24861536179033183,0.7513846382096682
0,3,2,0,0,1,0,1,0.3974315392356116,0.6025684607643884
0,3,2,0,0,1,1,0,0.6193961448880289,0.3806038551119713
0,3,2,0,0,1,1,1,0.5253172808953479,0.47468271910465204
0,3,2,0,1,0,0,0,0.7336227008545787,0.26637729914542135
0,3,2,0,1,0,0,1,0.8870673458355556,0.11293265416444456
0,3,2,0,1,0,1,0,0.2994989289729915,0.7005010710270084
0,3,2,0,1,0,1,1,0.0768392803505394,0.9231607196494607
0,3,2,0,1,1,0,0,0.3781739335469548,0.6218260664530453
0,3,2,0,1,1,0,1,0.6798569759295969,0.32014302407040307
0,3,2,0,1,1,1,0,0.14271988439780683,0.8572801156021931
0,3,2,0,1,1,1,1,0.27444664947400577,0.7255533505259942
0,3,2,1,0,0,0,0,0.5399198676036076,0.4600801323963925
0,3,2,1,0,0,0,1,0.9715355460666997,0.028464453933300403
0,3,2,1,0,0,1,0,0.9892122961555322,0.010787703844467898
0,3,2,1,0,0,1,1,0.8604832696551824,0.1395167303448175
0,3,2,1,0,1,0,0,0.7971907355821568,0.20280926441784314
0,3,2,1,0,1,0,1,0.849719206994158,0.15028079300584193
0,3,2,1,0,1,1,0,0.9681807259139038,0.03181927408609616
0,3,2,1,0,1,1,1,0.9529333458605396,0.047066654139460345
0,3,2,1,1,0,0,0,0.1258904022842409,0.8741095977157591
0,3,2,1,1,0,0,1,0.13149094711476242,0.8685090528852375
0,3,2,1,1,0,1,0,0.5694344314499235,0.4305655685500765
0,3,2,1,1,0,1,1,0.22710607794444,0.77289392205556
0,3,2,1,1,1,0,0,0.9465591882384907,0.05344081176150931
0,3,2,1,1,1,0,1,0.8762595072355912,0.12374049276440877
0,3,2,1,1,1,1,0,0.42296878574588187,0.577031214254118
0,3,2,1,1,1,1,1,0.30142189439521616,0.6985781056047838
1,0,0,0,0,0,0,0,0.4384724953387548,0.5615275046612453
1,0,0,0,0,0,0,1,0.20244026444331525,0.7975597355566847
1,0,0,0,0,0,1,0,0.7763165239718633,0.22368347602813657
1,0,0,0,0,0,1,1,0.6984634138774067,0.30153658612259326
1,0,0,0,0,1,0,0,0.02888366028136046,0.9711163397186395
1,0,0,0,0,1,0,1,0.5344098741571578,0.4655901258428421
1,0,0,0,0,1,1,0,0.8170603045764283,0.18293969542357177
1,0,0,0,0,1,1,1,0.015441887275903688,0.9845581127240963
1,0,0,0,1,0,0,0,0.14135602287400367,0.8586439771259964
1,0,0,0,1,0,0,1,0.4594027223446332,0.5405972776553668
1,0,0,0,1,0,1,0,0.34875122601278996,0.6512487739872099
1,0,0,0,1,0,1,1,0.7871027056258093,0.2128972943741906
1,0,0,0,1,1,0,0,0.16197000349922103,0.8380299965007789
1,0,0,0,1,1,0,1,0.7323215053096248,0.26767849469037525
1,0,0,0,1,1,1,0,0.3321913598172013,0.6678086401827987
1,0,0,0,1,1,1,1,0.7200873329350965,0.27991266706490353
1,0,0,1,0,0,0,0,0.3330521158639257,0.6669478841360743
1,0,0,1,0,0,0,1,0.8415364169379451,0.15846358306205485
1,0,0,1,0,0,1,0,0.6552230507535766,0.3447769492464235
1,0,0,1,0,0,1,1,0.040071567577768225,0.9599284324222318
1,0,0,1,0,1,0,0,0.5554070148148015,0.44459298518519846
1,0,0,1,0,1,0,1,0.0708618190457012,0.9291381809542988
1,0,0,1,0,1,1,0,0.1923087280259524,0.8076912719740476
1,0,0,1,0,1,1,1,0.5015590101361496,0.4984409898638505
1,0,0,1,1,0,0,0,0.11123237499431585,0.8887676250056841
1,0,0,1,1,0,0,1,0.20387043901222987,0.7961295609877701
